Rozdzial;Proces budowlany
Slowo;Definicja;Synonimy;AudioE;AudioP;Obrazy
approximate quantities;przybliżone ilości;Synonimy: approximate amounts;[sound:quizlet-16914755381-front.mp3];[sound:quizlet-16914755381-back.mp3];"<img src=""quizlet-Ci7k6QlRQ6jUZ-K2P5b8Bw.jpg"">"
approximation;przybliżenie;;[sound:quizlet-16914755382-front.mp3];[sound:quizlet-16914755382-back.mp3];"<img src=""quizlet-Ci7k6QlRQ6jUZ-K2P5b8Bw.jpg"">"
ascertain;ustalać;Synonimy: set, determine, establish;[sound:quizlet-16914755411-front.mp3];[sound:quizlet-16914755411-back.mp3];"<img src=""quizlet-ieNczsESkEMKod3TaXAp9Q.png"">"
aspect;aspekt;Synonimy: feature;[sound:quizlet-16914755415-front.mp3];[sound:quizlet-16914755415-back.mp3];"<img src=""quizlet-.cJSEle-bwwfL0MRe3B88Q.jpg"">"
assembly;montaż;Synonimy: installation, montage, setup;[sound:quizlet-16914755418-front.mp3];[sound:quizlet-16914755418-back.mp3];"<img src=""quizlet-3wq1Xe0Jqi.qgoilu3XIzQ.jpg"">"
avulsion;oderwanie;Synonimy: detachment, separation, disengagement;[sound:quizlet-16914755432-front.mp3];[sound:quizlet-16914755432-back.mp3];"<img src=""quizlet-jFY5d4JKcuNR75RVM2t4Pw.png"">"
below ground level;poniżej poziomu gruntu;;[sound:quizlet-16914769520-front.mp3];[sound:quizlet-16914769520-back.mp3];"<img src=""quizlet-J5EM2aoAHO_waQnwXTIOpQ.jpg"">"
bolster;wzmocnić;Synonimy: strengthen;[sound:quizlet-16914769533-front.mp3];[sound:quizlet-16914769533-back.mp3];"<img src=""quizlet-R4UEOe813zZoNDP5qDJcZA.jpg"">"
bricklaying;murowanie;;[sound:quizlet-16914769548-front.mp3];[sound:quizlet-16914769548-back.mp3];"<img src=""quizlet-O9FS2c7dItU7kClpgl1Lkg.jpg"">"
building work;prace budowlane;Synonimy: construction work;[sound:quizlet-16914769555-front.mp3];[sound:quizlet-16914769555-back.mp3];"<img src=""quizlet-MWU2FEnAVUEOVpS5Jt-DVA.png"">"
carpentry;stolarstwo;;[sound:quizlet-16914769587-front.mp3];[sound:quizlet-16914769587-back.mp3];"<img src=""quizlet-3gUGZSlYYTQRsLWZjp_-gQ.jpg"">"
carrying out exp;przeprowadzanie eksperymentu;;[sound:quizlet-16914769590-front.mp3];[sound:quizlet-16914769590-back.mp3];"<img src=""quizlet-2N3B2x8ueAIyOf80746I7Q.png"">"
casting;odlew;Synonimy: cast, moulding;[sound:quizlet-16914779101-front.mp3];[sound:quizlet-16914779101-back.mp3];"<img src=""quizlet-34iP.RKQ3PuI668cNJT4ew.jpg"">"
caulk;uszczelniać;Synonimy: seal up;[sound:quizlet-16914779107-front.mp3];[sound:quizlet-16914779107-back.mp3];"<img src=""quizlet-7MSqWEDzD7g9vSDCZJqn5Q.jpg"">"
cause and effect analysis;analiza przyczyn i skutków;Synonimy: analysis of causes and effects;[sound:quizlet-16914779108-front.mp3];[sound:quizlet-16914779108-back.mp3];"<img src=""quizlet-cd1VWTC8tyVBv-9r4rzmCg.png"">"
checking;kontrola;Synonimy: control, inspection, verification;[sound:quizlet-16914779123-front.mp3];[sound:quizlet-16914779123-back.mp3];"<img src=""quizlet-UOq0KNq46PPRHYXsdPIakA.jpg"">"
cleaving;rozszczepianie;;[sound:quizlet-16914779140-front.mp3];[sound:quizlet-16914779140-back.mp3];"<img src=""quizlet-O9QBaVEYUiC59LjQIOWgWA.jpg"">"
collapse;zawalić się;;[sound:quizlet-16914779147-front.mp3];[sound:quizlet-16914779147-back.mp3];"<img src=""quizlet-o6CtPZnZ2ZG5-VrJtcvTgg.jpg"">"
compaction;zagęszczanie;;[sound:quizlet-16914779152-front.mp3];[sound:quizlet-16914779152-back.mp3];"<img src=""quizlet-U-iKAW3qbLL78Z96p279qA.jpg"">"
compatibility;zgodność;;[sound:quizlet-16914779156-front.mp3];[sound:quizlet-16914779156-back.mp3];"<img src=""quizlet-20eU5w-oqx9kASDgLqWGQQ.jpg"">"
completion;ukończenie;;[sound:quizlet-16914779158-front.mp3];[sound:quizlet-16914779158-back.mp3];"<img src=""quizlet-ZGfrf2eJ_KQ0c5JMEDUR0g.jpg"">"
consolidation;konsolidacja;;[sound:quizlet-16914779173-front.mp3];[sound:quizlet-16914779173-back.mp3];"<img src=""quizlet-gdYPjAkzAt1xOGkqa1lEIQ.jpg"">"
conversion;konwersja;;[sound:quizlet-16914779184-front.mp3];[sound:quizlet-16914779184-back.mp3];"<img src=""quizlet--lzadO3q3-Eqz7hf..Ccyg.jpg"">"
course;kierunek;Synonimy: direction, trend, way;[sound:quizlet-16914786256-front.mp3];[sound:quizlet-16914786256-back.mp3];"<img src=""quizlet-eFSvGCNmaDczVNCdByt-GQ.jpg"">"
craft;rzemiosło;;[sound:quizlet-16914786262-front.mp3];[sound:quizlet-16914786262-back.mp3];"<img src=""quizlet-jc1Xs4w-NT02YI778dpLxQ.jpg"">"
curtailment;ograniczenie;Synonimy: limit, reduction, restriction;[sound:quizlet-16914786272-front.mp3];[sound:quizlet-16914786272-back.mp3];"<img src=""quizlet-ldr5xrAOWPb2mj4JZlrBMA.jpg"">"
damage;uszkodzić;Synonimy: impair, injure;[sound:quizlet-16914786277-front.mp3];[sound:quizlet-16914786277-back.mp3];"<img src=""quizlet-WB3wtXu6SBlhqewuFtVPlg.jpg"">"
decanting;dekantacja;;[sound:quizlet-16914786283-front.mp3];[sound:quizlet-16914786283-back.mp3];"<img src=""quizlet-KHO0kOE9owA7A2m-voy4Lw.jpg"">"
deeping;pogłębianie;Synonimy: dredging, dragging;[sound:quizlet-16914786287-front.mp3];[sound:quizlet-16914786287-back.mp3];"<img src=""quizlet-OzLxmG9WxCvSUJignAlACQ.jpg"">"
degradation;degradacja;;[sound:quizlet-16914786289-front.mp3];[sound:quizlet-16914786289-back.mp3];"<img src=""quizlet-sVAC3.EXLUQ0-yeBRPyumA.jpg"">"
delay;opóźnienie;;[sound:quizlet-16914786293-front.mp3];[sound:quizlet-16914786293-back.mp3];"<img src=""quizlet-v3FzMaAej54iCUe7qsXesg.jpg"">"
demolition;rozbiórka;;[sound:quizlet-16914786296-front.mp3];[sound:quizlet-16914786296-back.mp3];"<img src=""quizlet-fm6RrZs.s6uXkmXH5iFDRw.jpg"">"
deterioration;pogorszenie;;[sound:quizlet-16914786303-front.mp3];[sound:quizlet-16914786303-back.mp3];"<img src=""deterioration.png"">"
deviation;odchylenie;;[sound:quizlet-16914786304-front.mp3];[sound:quizlet-16914786304-back.mp3];"<img src=""quizlet-rMeeubrIoTUbUfIH4wdaJA.png"">"
disruption;zakłócenie;;[sound:quizlet-16914786320-front.mp3];[sound:quizlet-16914786320-back.mp3];"<img src=""quizlet-n1ZVhbLRJYBGOnmwTTfQ5w.jpg"">"
dovetail;zazębiać;;[sound:quizlet-16914786336-front.mp3];[sound:quizlet-16914786336-back.mp3];"<img src=""quizlet-t8w7Ii.WvT8CunMkcSnrrQ.png"">"
downtime;czas przestoju;;[sound:quizlet-16914786339-front.mp3];[sound:quizlet-16914786339-back.mp3];"<img src=""quizlet-c5eT5FHJT-EbjTodfMBZMw.jpg"">"
drill;wiercić;;[sound:quizlet-16914786345-front.mp3];[sound:quizlet-16914786345-back.mp3];"<img src=""quizlet-MfPUGZAx.E09RfIPSL0tog.png"">"
drying;wysuszenie;;[sound:quizlet-16914786349-front.mp3];[sound:quizlet-16914786349-back.mp3];"<img src=""quizlet-NAzomqlroniAsIyiADkCxw.jpg"">"
empirical;empiryczny;;[sound:quizlet-16914793028-front.mp3];[sound:quizlet-16914793028-back.mp3];"<img src=""quizlet-D2uwen7YedFDdrLkd90AJw.jpg"">"
estimate;oszacowanie;;[sound:quizlet-16914793050-front.mp3];[sound:quizlet-16914793050-back.mp3];"<img src=""quizlet--9w3iZd8npVy3mB0O8nj6g.png"">"
excavation;wykop;;[sound:quizlet-16914793052-front.mp3];[sound:quizlet-16914793052-back.mp3];"<img src=""quizlet-qKdFKqFnABG2Dnwrq.up.A.jpg"">"
extension;rozbudowa;;[sound:quizlet-16914793056-front.mp3];[sound:quizlet-16914793056-back.mp3];"<img src=""quizlet-Yk2s9Y9KgA6BG9solvP2Og.jpg"">"
fireproofing;przegroda ogniowa (warstwa ognioodporna);;[sound:quizlet-16914793076-front.mp3];[sound:quizlet-16914793076-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236075183_200219_1856_29.jpg'>
fixing;ustalenie;;[sound:quizlet-16914793081-front.mp3];[sound:quizlet-16914793081-back.mp3];"<img src=""quizlet-XHPkXTIM2xBlbJI9z2Q0ZA.jpg"">"
grinding;szlifowanie;Synonimy: sanding;[sound:quizlet-16914793162-front.mp3];[sound:quizlet-16914793162-back.mp3];"<img src=""quizlet-Pc.cK7R2TLDsmUyV.lPMDg.jpg"">"
hang;powiesić;;[sound:quizlet-16914793182-front.mp3];[sound:quizlet-16914793182-back.mp3];"<img src=""quizlet-w83gPMHpZDa17W9qL6rl2g.jpg"">"
incise;naciąć;;[sound:quizlet-16914797770-front.mp3];[sound:quizlet-16914797770-back.mp3];"<img src=""quizlet-mGwjdEpwuBvezEgS56MRMQ.jpg"">"
intercept;przechwycić;;[sound:quizlet-16914797791-front.mp3];[sound:quizlet-16914797791-back.mp3];"<img src=""quizlet-q9G3yAp1PQekSts4HJb1nQ.jpg"">"
interpolation;interpolacja;;[sound:quizlet-16914797792-front.mp3];[sound:quizlet-16914797792-back.mp3];"<img src=""quizlet-mvME7UAaVxyk7B6oOOzKdg.png"">"
invert;odwracać;;[sound:quizlet-16914797795-front.mp3];[sound:quizlet-16914797795-back.mp3];"<img src=""quizlet-Sc5i4nZoWH-CzzCUZJlnCw.png"">"
irreversible;nieodwracalny;;[sound:quizlet-16914797797-front.mp3];[sound:quizlet-16914797797-back.mp3];"<img src=""quizlet-3lelEGccz.U0WD.FH-mggg.jpg"">"
joinery;stolarka;Synonimy: woodwork;[sound:quizlet-16914797805-front.mp3];[sound:quizlet-16914797805-back.mp3];"<img src=""quizlet-9LoA4NEx.vlYZPxCorOHHA.jpg"">"
label;etykieta;;[sound:quizlet-16914797817-front.mp3];[sound:quizlet-16914797817-back.mp3];"<img src=""quizlet-T.0-UHuRB-HMI50Cvgyicw.jpg"">"
lamination;laminowanie;;[sound:quizlet-16914797822-front.mp3];[sound:quizlet-16914797822-back.mp3];"<img src=""quizlet-wXQV-irhl6Vz1-kTJ.ahQw.jpg"">"
lubrication;smarowanie;;[sound:quizlet-16914797850-front.mp3];[sound:quizlet-16914797850-back.mp3];"<img src=""quizlet-_IYU0D1l9mT2eq-XXzCoWw.jpg"">"
maintenance;konserwacja;Synonimy: conservation;[sound:quizlet-16914797856-front.mp3];[sound:quizlet-16914797856-back.mp3];"<img src=""quizlet-YuoMg2ImkT8fnO5sCAPe4g.jpg"">"
masonry;kamieniarstwo;;[sound:quizlet-16914797863-front.mp3];[sound:quizlet-16914797863-back.mp3];"<img src=""quizlet-66uQUQjw7FRYDo9IjgDIHg.jpg"">"
plastering;tynkowanie;;[sound:quizlet-16914807887-front.mp3];[sound:quizlet-16914807887-back.mp3];"<img src=""quizlet-Ek0Few.2t-vDgEFDyDR5OA.png"">"
preconstruction process;proces przedkonstrukcyjny;;[sound:quizlet-16914807903-front.mp3];[sound:quizlet-16914807903-back.mp3];"<img src=""quizlet-kYHFAOTLfrCIBt3r-hqM3g.jpg"">"
quality;jakość;;[sound:quizlet-16914807908-front.mp3];[sound:quizlet-16914807908-back.mp3];"<img src=""quizlet--etB5ZHgQqBeQE3zocitSg.jpg"">"
reinforce;wzmacniać;Synonimy: strengthen, enhance, consolidate;[sound:quizlet-16914807922-front.mp3];[sound:quizlet-16914807922-back.mp3];"<img src=""quizlet-vIv7xk2B-kvaZib3k1ttSg.jpg"">"
reinforcement;wzmocnienie;Synonimy: consolidation, enhancement;[sound:quizlet-16914807923-front.mp3];[sound:quizlet-16914807923-back.mp3];"<img src=""quizlet-R4UEOe813zZoNDP5qDJcZA.jpg"">"
renovation;renowacja;;[sound:quizlet-16914807924-front.mp3];[sound:quizlet-16914807924-back.mp3];"<img src=""quizlet-BR4n.syMJvC-BX1deRZNwg.jpg"">"
sawing;piłowanie;;[sound:quizlet-16914807958-front.mp3];[sound:quizlet-16914807958-back.mp3];"<img src=""quizlet-3GjTDqrJ.QBhbX9eMmV9LA.jpg"">"
smoothing;wygładzanie;;[sound:quizlet-16914808008-front.mp3];[sound:quizlet-16914808008-back.mp3];"<img src=""quizlet-pFGsHcxX-jn58TamCvpN7w.jpg"">"
solder;lutować;;[sound:quizlet-16914808010-front.mp3];[sound:quizlet-16914808010-back.mp3];"<img src=""quizlet-L4tlM5FydqyuohQeLi9HmQ.jpg"">"
soldering;lutowanie;;[sound:quizlet-16914808011-front.mp3];[sound:quizlet-16914808011-back.mp3];"<img src=""quizlet-L4tlM5FydqyuohQeLi9HmQ.jpg"">"
structural analysis;analiza strukturalna;;[sound:quizlet-16914808033-front.mp3];[sound:quizlet-16914808033-back.mp3];"<img src=""structural analysis.jpg"">"
weld;spawać;;[sound:quizlet-16914808357-front.mp3];[sound:quizlet-16914808357-back.mp3];"<img src=""quizlet-KujZcX7W8tSnpWcLfSzOPw.jpg"">"
