Rozdzial;Materiały budowlane
Slowo;Definicja;Synonimy;AudioE;AudioP;Obrazy
asphalt;asfalt;Synonimy: tarmac;[sound:quizlet-16914755417-front.mp3];[sound:quizlet-16914755417-back.mp3];"<img src=""quizlet-uU8JUKalk806GrxJCngaHQ.jpg"">"
atom;atom;;[sound:quizlet-16914755422-front.mp3];[sound:quizlet-16914755422-back.mp3];"<img src=""quizlet-CGDfXS.2Ecpt8pyC371nTg.jpg"">"
atomic;atomowy;;[sound:quizlet-16914755423-front.mp3];[sound:quizlet-16914755423-back.mp3];"<img src=""quizlet-1sjtBpiNs4dsWbXznnQB6w.jpg"">"
attenuation;osłabienie;Synonimy: weakness, impairment, debility;[sound:quizlet-16914755425-front.mp3];[sound:quizlet-16914755425-back.mp3];"<img src=""quizlet-GQAiJyAEXmQZb0QOsnROGQ.png"">"
ballast;balast;;[sound:quizlet-16914755444-front.mp3];[sound:quizlet-16914755444-back.mp3];"<img src=""quizlet-q-VrqkkkuBQLAR1v867rwg.png"">"
basalt;bazalt;;[sound:quizlet-16914769498-front.mp3];[sound:quizlet-16914769498-back.mp3];"<img src=""quizlet-pw8AKNUW2Z9WU383EJklHQ.jpg"">"
binding wire;drut wiążący;;[sound:quizlet-16914769526-front.mp3];[sound:quizlet-16914769526-back.mp3];"<img src=""quizlet-AtlGuB7BaQRma98XAHsbxw.jpg"">"
bit;kawałek;Synonimy: piece, slice;[sound:quizlet-16914769527-front.mp3];[sound:quizlet-16914769527-back.mp3];"<img src=""quizlet-T6exB.vagUUkd7zBY-MbiA.jpg"">"
blank;pusty;Synonimy: empty;[sound:quizlet-16914769528-front.mp3];[sound:quizlet-16914769528-back.mp3];"<img src=""quizlet-6974372_e11d1dca9a.jpg"">"
bleach;wybielacz;;[sound:quizlet-16914769529-front.mp3];[sound:quizlet-16914769529-back.mp3];"<img src=""quizlet-9M4b4XD-XhiyeaTRH7tHcQ.jpg"">"
brass;mosiądz;;[sound:quizlet-16914769542-front.mp3];[sound:quizlet-16914769542-back.mp3];"<img src=""quizlet-2t2E36eaSHvOFtkDRyONwQ.jpg"">"
brick;cegła;;[sound:quizlet-16914769543-front.mp3];[sound:quizlet-16914769543-back.mp3];"<img src=""quizlet-ES6wtg25MkDYx5hZOd6dmA.jpg"">"
brine;solanka;;[sound:quizlet-16914769550-front.mp3];[sound:quizlet-16914769550-back.mp3];"<img src=""quizlet-vql.YSe4WvZy0bV.TtzbFg.jpg"">"
brittleness;kruchość;Synonimy: fragility, crispness;[sound:quizlet-16914769551-front.mp3];[sound:quizlet-16914769551-back.mp3];"<img src=""quizlet-nHMwnNisLWAp5hZUJ4pcUQ.jpg"">"
bur;rzep;;[sound:quizlet-16914769562-front.mp3];[sound:quizlet-16914769562-back.mp3];"<img src=""quizlet-cNngy0SmBgW5Q4TTEXRM0w.jpg"">"
burnt lime;wapno palone;;[sound:quizlet-16914769565-front.mp3];[sound:quizlet-16914769565-back.mp3];"<img src=""quizlet-l5fMz178--XUOOC-kIBI_A.jpg"">"
bushing;tuleja;;[sound:quizlet-16914769567-front.mp3];[sound:quizlet-16914769567-back.mp3];"<img src=""quizlet-kBDXjuA4G-we0XNCWxLzrw.jpg"">"
butane;butan;;[sound:quizlet-16914769568-front.mp3];[sound:quizlet-16914769568-back.mp3];"<img src=""quizlet-7orXKE8L9jeKYpzkLBUaNQ.jpg"">"
calcination;prażenie;Synonimy: roasting;[sound:quizlet-16914769573-front.mp3];[sound:quizlet-16914769573-back.mp3];"<img src=""quizlet-5oL5hAp0P3cb6NJqAxgdJw.png"">"
calcite;kalcyt;;[sound:quizlet-16914769574-front.mp3];[sound:quizlet-16914769574-back.mp3];"<img src=""quizlet-U7h20PtNDqlZCdgCYSuecA.jpg"">"
calcium;wapń;;[sound:quizlet-16914769575-front.mp3];[sound:quizlet-16914769575-back.mp3];"<img src=""quizlet-Mn7r8PqF005oj7JVudtQmg.png"">"
carbon dioxide;dwutlenek węgla;;[sound:quizlet-16914769582-front.mp3];[sound:quizlet-16914769582-back.mp3];"<img src=""quizlet-NQLbA7YmcdPm7BaIyMQ8vQ.jpg"">"
carbon monoxide;tlenek węgla;;[sound:quizlet-16914769583-front.mp3];[sound:quizlet-16914769583-back.mp3];"<img src=""quizlet-L-4C.VrzNPhSdw11prthJg.jpg"">"
carbon steel;stal węglowa;;[sound:quizlet-16914769584-front.mp3];[sound:quizlet-16914769584-back.mp3];"<img src=""quizlet-a-OfnNvkqYvL5HTv8khdYA.jpg"">"
cast iron;żeliwo;;[sound:quizlet-16914779100-front.mp3];[sound:quizlet-16914779100-back.mp3];"<img src=""quizlet-UgvA.H8lgNRL7todwK7eFg.jpg"">"
catalyst;katalizator;Synonimy: catalyser;[sound:quizlet-16914779103-front.mp3];[sound:quizlet-16914779103-back.mp3];"<img src=""quizlet-xkkcgID52D7VpdYETzcL3A.jpg"">"
cation;kation;;[sound:quizlet-16914779105-front.mp3];[sound:quizlet-16914779105-back.mp3];"<img src=""quizlet-wpo5PUN60X5BC6ytHb7mPA.jpg"">"
ceramic;ceramiczny;;[sound:quizlet-16914779117-front.mp3];[sound:quizlet-16914779117-back.mp3];"<img src=""quizlet-NC8lunrqT5NqwZ1FyvDQOQ.jpg"">"
chalk;kreda;Synonimy: cretaceous;[sound:quizlet-16914779120-front.mp3];[sound:quizlet-16914779120-back.mp3];"<img src=""quizlet-jEkVR2lQ5csKcnpU1ZnjiA.jpg"">"
chippings;grys;Synonimy: grits;[sound:quizlet-16914779128-front.mp3];[sound:quizlet-16914779128-back.mp3];"<img src=""quizlet-mU8YU-K2zvuSBw278A4s3A.jpg"">"
coal;węgiel;;[sound:quizlet-16914779142-front.mp3];[sound:quizlet-16914779142-back.mp3];"<img src=""quizlet-cI_beFO1-zpZhVHua0x_hg.jpg"">"
cohesion;spójność;;[sound:quizlet-16914779145-front.mp3];[sound:quizlet-16914779145-back.mp3];"<img src=""quizlet-ScFw9sxZri5y7Rq7pQk22w.jpg"">"
colloid;koloid;;[sound:quizlet-16914779148-front.mp3];[sound:quizlet-16914779148-back.mp3];"<img src=""quizlet-nG1tYSUO-bejFthjycYhOA.jpg"">"
component;składnik;Synonimy: ingredient;[sound:quizlet-16914779160-front.mp3];[sound:quizlet-16914779160-back.mp3];"<img src=""quizlet-2.Z5b-kRDEGS4R97BdYtXg.jpg"">"
concrete;beton;;[sound:quizlet-16914779165-front.mp3];[sound:quizlet-16914779165-back.mp3];"<img src=""quizlet-YgidGRuvMBggNvr9.ZDLvg.jpg"">"
consistency;konsystencja;;[sound:quizlet-16914779172-front.mp3];[sound:quizlet-16914779172-back.mp3];"<img src=""quizlet-R2P5kpZmU3KIsosICiD14g.jpg"">"
copper;miedź;;[sound:quizlet-16914779188-front.mp3];[sound:quizlet-16914779188-back.mp3];"<img src=""quizlet-NTnxwH7McT847-u8sNDD4A.jpg"">"
corrosion;korozja;;[sound:quizlet-16914779195-front.mp3];[sound:quizlet-16914779195-back.mp3];"<img src=""quizlet-dY11UU6wEuWk4o6q3JikZA.jpg"">"
crystal structure;struktura krystaliczna;;[sound:quizlet-16914786266-front.mp3];[sound:quizlet-16914786266-back.mp3];"<img src=""quizlet-oQxtoWHJHk-n25tLv9DCEA.jpg"">"
crystalline;krystaliczny;;[sound:quizlet-16914786267-front.mp3];[sound:quizlet-16914786267-back.mp3];"<img src=""quizlet-aEuYdhGT7OJ0L2DV7AZnqw.jpg"">"
crystallisation;krystalizacja;;[sound:quizlet-16914786268-front.mp3];[sound:quizlet-16914786268-back.mp3];"<img src=""quizlet-arVMZfLolCsptuexeSsQEw.jpg"">"
damp;wilgoć;Synonimy: humidity, moisture, wet;[sound:quizlet-16914786278-front.mp3];[sound:quizlet-16914786278-back.mp3];"<img src=""quizlet-3o2TZvYhyK_tSsh308QDaw.jpg"">"
decay;rozkład naturalny;;[sound:quizlet-16914786284-front.mp3];[sound:quizlet-16914786284-back.mp3];"<img src=""quizlet-cmor.znoOo28AO4T4yti7w.jpg"">"
dehydration;odwodnienie;;[sound:quizlet-16914786291-front.mp3];[sound:quizlet-16914786291-back.mp3];"<img src=""quizlet-fSsS5hUUbMtutTUHtj9TdA.jpg"">"
delamination;rozwarstwienie;Synonimy: dissection;[sound:quizlet-16914786292-front.mp3];[sound:quizlet-16914786292-back.mp3];"<img src=""quizlet-JTepUupcxqhkZC2VNdLtnQ.png"">"
demineralised;zdemineralizowany;;[sound:quizlet-16914786295-front.mp3];[sound:quizlet-16914786295-back.mp3];"<img src=""quizlet-F9Cxl6KlhIclCzpMi0cprQ.jpg"">"
diffusion;dyfuzja;;[sound:quizlet-16914786310-front.mp3];[sound:quizlet-16914786310-back.mp3];"<img src=""quizlet-qzg6DmSmE3yGyl__zvU-ow.jpg"">"
dilatancy;dylatacja;;[sound:quizlet-16914786311-front.mp3];[sound:quizlet-16914786311-back.mp3];"<img src=""quizlet-8h1XarByJgOCJ-pX29s4oA.png"">"
distillation;destylacja;;[sound:quizlet-16914786321-front.mp3];[sound:quizlet-16914786321-back.mp3];"<img src=""quizlet-sqVfvrYKGYSWKMhLvlut6Q.jpg"">"
distilled;destylowany;;[sound:quizlet-16914786322-front.mp3];[sound:quizlet-16914786322-back.mp3];"<img src=""quizlet-WR3uxfp73GbTOiMTA1QPUA.png"">"
ductile;ciągliwy;;[sound:quizlet-16914786350-front.mp3];[sound:quizlet-16914786350-back.mp3];"<img src=""quizlet-60yuHT.L2fkc1iMmhz0h0Q.png"">"
elastic;elastyczny;;[sound:quizlet-16914793004-front.mp3];[sound:quizlet-16914793004-back.mp3];"<img src=""quizlet-bpTz3284ClInCDr18RYEkg.jpg"">"
elasticity;elastyczność;;[sound:quizlet-16914793006-front.mp3];[sound:quizlet-16914793006-back.mp3];"<img src=""quizlet-bpTz3284ClInCDr18RYEkg.jpg"">"
electron;elektron;;[sound:quizlet-16914793017-front.mp3];[sound:quizlet-16914793017-back.mp3];"<img src=""quizlet-rUrhPEs7CN97QopBhHu4Rg.jpg"">"
elm;wiąz;;[sound:quizlet-16914793023-front.mp3];[sound:quizlet-16914793023-back.mp3];"<img src=""quizlet-akeefe6iSE11t0O1_3DQmw.jpg"">"
emissivity;emisyjność;;[sound:quizlet-16914793027-front.mp3];[sound:quizlet-16914793027-back.mp3];"<img src=""quizlet-kWS3XmQmz1ZeV3Cl4QoXWg.jpg"">"
emulsion;emulsja;;[sound:quizlet-16914793029-front.mp3];[sound:quizlet-16914793029-back.mp3];"<img src=""quizlet-6dlFEoofXdmd1qr3AfijDA.jpg"">"
enzyme;enzym;;[sound:quizlet-16914793040-front.mp3];[sound:quizlet-16914793040-back.mp3];"<img src=""quizlet-5pnpLs66lgjz0JNUbeW4jQ.jpg"">"
equiaxed;równoosiowo;;[sound:quizlet-16914793042-front.mp3];[sound:quizlet-16914793042-back.mp3];"<img src=""quizlet-l4OQSU0OUsSKic1B3KXjgA.png"">"
erosion;erozja;;[sound:quizlet-16914793047-front.mp3];[sound:quizlet-16914793047-back.mp3];"<img src=""quizlet-V4QSXYlLyV85J9TWvYYcNw.jpg"">"
exothermic;egzotermiczny;;[sound:quizlet-16914793054-front.mp3];[sound:quizlet-16914793054-back.mp3];"<img src=""quizlet-LAv4cFQ3ZUA9T6GJW8QJ8A.jpg"">"
fireproof;ogniotrwały;;[sound:quizlet-16914793075-front.mp3];[sound:quizlet-16914793075-back.mp3];"<img src=""quizlet-PC6dCzUvEdu2zn070ZlXCA.jpg"">"
fixer;utrwalacz;Synonimy: fixative;[sound:quizlet-16914793080-front.mp3];[sound:quizlet-16914793080-back.mp3];"<img src=""quizlet-HWYEtFehyTrOw8tBsJwBIQ.jpg"">"
flint;krzemień;;[sound:quizlet-16914793088-front.mp3];[sound:quizlet-16914793088-back.mp3];"<img src=""quizlet-pPKVsZ.hOmZgUNK2Pq267w.jpg"">"
frost resistant;mrozoodporny;;[sound:quizlet-16914793118-front.mp3];[sound:quizlet-16914793118-back.mp3];"<img src=""quizlet-jF9S-TyVUA4odpMa1ZzL1Q.jpg"">"
fume;opar;;[sound:quizlet-16914793119-front.mp3];[sound:quizlet-16914793119-back.mp3];"<img src=""quizlet-hwG4yfYwKMSWSqXRCOKyZw.jpg"">"
grain;ziarno;;[sound:quizlet-16914793148-front.mp3];[sound:quizlet-16914793148-back.mp3];"<img src=""quizlet--7jOpbVJft8e.xcUxnZ8Og.jpg"">"
gravel;żwir;;[sound:quizlet-16914793152-front.mp3];[sound:quizlet-16914793152-back.mp3];<img src='architektura-i-budownictwo-po-angielsku_2243187c_236075280_200115_1252_18.jpg'>
grit;piasek;Synonimy: sand;[sound:quizlet-16914793163-front.mp3];[sound:quizlet-16914793163-back.mp3];"<img src=""quizlet-zqZyCpuEFEUFgYE0rfGlyg.jpg"">"
gypsum;gips;Synonimy: plaster;[sound:quizlet-16914793175-front.mp3];[sound:quizlet-16914793175-back.mp3];"<img src=""quizlet-07iSnODnc7Hg-vgd2GsRHw.jpg"">"
hardener;utwardzacz;;[sound:quizlet-16914793187-front.mp3];[sound:quizlet-16914793187-back.mp3];"<img src=""quizlet-5C6smS.EfHOXkFZ2jBITyA.jpg"">"
hardening;hartowanie;;[sound:quizlet-16914793188-front.mp3];[sound:quizlet-16914793188-back.mp3];"<img src=""quizlet-3-xT.CL5G3QatssyOjfe3g.jpg"">"
hardness;twardość;Synonimy: toughness, stiffness;[sound:quizlet-16914793189-front.mp3];[sound:quizlet-16914793189-back.mp3];"<img src=""quizlet-tNUhCCGUkU-k5uUNveLgWQ.jpg"">"
homogeneous;jednorodny;;[sound:quizlet-16914797750-front.mp3];[sound:quizlet-16914797750-back.mp3];"<img src=""quizlet-5uKMHGOJ2zoVUnt1ERZNsQ.jpg"">"
hybrid;hybrydowy;;[sound:quizlet-16914797760-front.mp3];[sound:quizlet-16914797760-back.mp3];"<img src=""quizlet-xjaHBs.JNCQ.gbMvHmSndQ.jpg"">"
hydrogen sulphide;siarkowodór;;[sound:quizlet-16914797761-front.mp3];[sound:quizlet-16914797761-back.mp3];"<img src=""quizlet-7pouFarzmzJh.PZd9fQtEw.jpg"">"
incombustible;niepalny;;[sound:quizlet-16914797771-front.mp3];[sound:quizlet-16914797771-back.mp3];"<img src=""quizlet-Onewf8cqU6cx0-dDIMWyug.jpg"">"
inelastic;nieelastyczny / niesprężysty;;[sound:quizlet-16914797773-front.mp3];[sound:quizlet-16914797773-back.mp3];"<img src=""quizlet-j9uR3-.5FoUYSrKdHF9NmA.jpg"">"
inert;obojętny;;[sound:quizlet-16914797774-front.mp3];[sound:quizlet-16914797774-back.mp3];"<img src=""quizlet-ua-wR48BKDrHMwvX.hu0GA.jpg"">"
inflammable;łatwopalny;;[sound:quizlet-16914797777-front.mp3];[sound:quizlet-16914797777-back.mp3];"<img src=""quizlet-mJCEJF42p.AWk3AjJlkdaA.jpg"">"
inherent;nieodłączny;Synonimy: inseparable;[sound:quizlet-16914797780-front.mp3];[sound:quizlet-16914797780-back.mp3];"<img src=""quizlet-i4szJ9DEtt1MYJ55Mpf.UA.png"">"
isotope;izotop;;[sound:quizlet-16914797800-front.mp3];[sound:quizlet-16914797800-back.mp3];"<img src=""quizlet-6_4m5o3dyyeGv693B9Ojuw.jpg"">"
isotropic;izotropowy;;[sound:quizlet-16914797801-front.mp3];[sound:quizlet-16914797801-back.mp3];"<img src=""isotropic.png"">"
laminate;laminat;;[sound:quizlet-16914797821-front.mp3];[sound:quizlet-16914797821-back.mp3];"<img src=""quizlet-Um2tNjiOs5yGI1yIdO5Njw.png"">"
limestone;wapień;;[sound:quizlet-16914797836-front.mp3];[sound:quizlet-16914797836-back.mp3];"<img src=""quizlet-jEkVR2lQ5csKcnpU1ZnjiA.jpg"">"
lubricant;smar;Synonimy: grease;[sound:quizlet-16914797849-front.mp3];[sound:quizlet-16914797849-back.mp3];"<img src=""quizlet-_IYU0D1l9mT2eq-XXzCoWw.jpg"">"
magnesium;magnez;;[sound:quizlet-16914797852-front.mp3];[sound:quizlet-16914797852-back.mp3];"<img src=""quizlet-tf0leUDAa-oyQnm6Kr9siw.jpg"">"
mahogany;mahoń;;[sound:quizlet-16914797855-front.mp3];[sound:quizlet-16914797855-back.mp3];"<img src=""quizlet-aYSgsaWs0dMjFOjQ9e6HsQ.jpg"">"
malleable;kowalny;;[sound:quizlet-16914797857-front.mp3];[sound:quizlet-16914797857-back.mp3];"<img src=""quizlet-sMAu7C3yWfBu9nk6OBWL7g.jpg"">"
marble;marmur;;[sound:quizlet-16914797861-front.mp3];[sound:quizlet-16914797861-back.mp3];"<img src=""quizlet-EkDge34hYiCWeSsxQ2kWVA.jpg"">"
masonry cement;cement murarski;;[sound:quizlet-16914797864-front.mp3];[sound:quizlet-16914797864-back.mp3];"<img src=""quizlet-rrTHEnB.EdGACJXuImOdIQ.jpg"">"
matter;materia;;[sound:quizlet-16914797869-front.mp3];[sound:quizlet-16914797869-back.mp3];"<img src=""quizlet-M32NqADFlxbzJUov8zRsJg.png"">"
melting;topnienie;;[sound:quizlet-16914797873-front.mp3];[sound:quizlet-16914797873-back.mp3];"<img src=""quizlet-q54bOwqaab3EmoptqW9A7g.jpg"">"
mercury;rtęć;;[sound:quizlet-16914797874-front.mp3];[sound:quizlet-16914797874-back.mp3];"<img src=""quizlet-kkav.0Y0vc1m0hSDLaHNFA.png"">"
metallurgy;metalurgia;;[sound:quizlet-16914797877-front.mp3];[sound:quizlet-16914797877-back.mp3];"<img src=""quizlet-TGJPNBOlAaktwlw_DJGq4Q.jpg"">"
methane;metan;;[sound:quizlet-16914797878-front.mp3];[sound:quizlet-16914797878-back.mp3];"<img src=""quizlet-2CkEzUJ1xwVwT0RvQ36cHw.jpg"">"
molecule;cząsteczka;;[sound:quizlet-16914797886-front.mp3];[sound:quizlet-16914797886-back.mp3];"<img src=""quizlet-8JKss5DCXmu-yjk08JFfCQ.png"">"
molten;ciekły;Synonimy: liquid, fluid;[sound:quizlet-16914797887-front.mp3];[sound:quizlet-16914797887-back.mp3];"<img src=""quizlet-DGkJuy9-wocpIeO6scWtJw.jpg"">"
mortar;zaprawa;;[sound:quizlet-16914797891-front.mp3];[sound:quizlet-16914797891-back.mp3];"<img src=""mortar.jpg"">"
neutralization;neutralizacja;;[sound:quizlet-16914797903-front.mp3];[sound:quizlet-16914797903-back.mp3];"<img src=""quizlet-AXrXFqxaM6mKeyb3G8kiGA.jpg"">"
neutron;neutron;;[sound:quizlet-16914797904-front.mp3];[sound:quizlet-16914797904-back.mp3];"<img src=""quizlet-0mdW5bDki6VffKsE502sag.jpg"">"
nitrate;azotan;;[sound:quizlet-16914797905-front.mp3];[sound:quizlet-16914797905-back.mp3];"<img src=""quizlet-vDXn33ydBQgLf0bPAuk6Dg.jpg"">"
nitrite;azotyn;;[sound:quizlet-16914797906-front.mp3];[sound:quizlet-16914797906-back.mp3];"<img src=""quizlet-qGPke0qLgoQzG6Np1zwOeQ.jpg"">"
nitrogen;azot;;[sound:quizlet-16914797907-front.mp3];[sound:quizlet-16914797907-back.mp3];"<img src=""quizlet-yDSEHhsvax2g9dijuiA4Wg.png"">"
noble metal;metal szlachetny;;[sound:quizlet-16914797908-front.mp3];[sound:quizlet-16914797908-back.mp3];"<img src=""quizlet-uvcKyd8.fUpaUI0o.PWKQA.jpg"">"
