conduct of business;prowadzenie biznesu;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:conduct of business;A:222;A:;A:222;A:;A:222;A:
continuously evolve;ciągle rozwijać się, ewoluować;to continuously evolve;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:continuously evolve;A:222;A:to continuously evolve;A:222;A:;A:222;A:
cost-benefit analysis;analiza kosztów i korzyści;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:cost-benefit analysis;A:222;A:;A:222;A:;A:222;A:
critical success factor;kluczowy czynnik sukcesu;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:critical success factor;A:222;A:;A:222;A:;A:222;A:
crucial;istotny;significant;major;relevant;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:crucial;A:222;A:significant;A:222;A:major;A:222;A:relevant
currently;obecnie;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:currently;A:222;A:;A:222;A:;A:222;A:
customize;dostosowywać do potrzeb;to customize;customise;to customise;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:customize;A:222;A:to customize;A:222;A:customise;A:222;A:to customise
day-to-day operations;codzienne działania, funkcjonowanie;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:day-to-day operations;A:222;A:;A:222;A:;A:222;A:
decision support system;system wspomagania decyzji;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:decision support system;A:222;A:;A:222;A:;A:222;A:
decision-making process;proces podejmowania decyzji;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:decision-making process;A:222;A:;A:222;A:;A:222;A:
defensive approach;podejście defensywne;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:defensive approach;A:222;A:;A:222;A:;A:222;A:
Delphi method;metoda delficka;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:Delphi method;A:222;A:;A:222;A:;A:222;A:
device;urządzenie;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:device;A:222;A:;A:222;A:;A:222;A:
exempli gratia;na przykład;for example;for instance;e.g.;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:exempli gratia;A:222;A:for example;A:222;A:for instance;A:222;A:e.g.
effective;efektywny, skuteczny;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:effective;A:222;A:;A:222;A:;A:222;A:
effective management;efektywne, skuteczne zarządzanie;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:effective management;A:222;A:;A:222;A:;A:222;A:
efficient;wydajny, sprawny, efektywny;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:efficient;A:222;A:;A:222;A:;A:222;A:
enable;umożliwiać;to enable;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:enable;A:222;A:to enable;A:222;A:;A:222;A:
enhancement;poprawa, zwiększenie;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:enhancement;A:222;A:;A:222;A:;A:222;A:
enterprise resource planning;planowanie zasobów przedsiębiorstwa;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:enterprise resource planning;A:222;A:;A:222;A:;A:222;A:
evaluate;szacować;to evaluate;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:evaluate;A:222;A:to evaluate;A:222;A:;A:222;A:
evolve;rozwijać się, ewoluować;to evolve;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:evolve;A:222;A:to evolve;A:222;A:;A:222;A:
exchange;wymieniać;to exchange;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:exchange;A:222;A:to exchange;A:222;A:;A:222;A:
executive information system;system informowania kierownictwa;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:executive information system;A:222;A:;A:222;A:;A:222;A:
fundamental objective;podstawowy cel;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:fundamental objective;A:222;A:;A:222;A:;A:222;A:
future gain;przyszły zysk;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:future gain;A:222;A:;A:222;A:;A:222;A:
goal;cel;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:goal;A:222;A:;A:222;A:;A:222;A:
goodwill;wartość firmy;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:goodwill;A:222;A:;A:222;A:;A:222;A:
hardware;sprzęt;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:hardware;A:222;A:;A:222;A:;A:222;A:
highly competitive market;bardzo konkurencyjny rynek;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:highly competitive market;A:222;A:;A:222;A:;A:222;A:
high-risk investment;inwestycja wysokiego ryzyka;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:high-risk investment;A:222;A:;A:222;A:;A:222;A:
inter alia;między innymi;i.a.;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:inter alia;A:222;A:i.a.;A:222;A:;A:222;A:
impact;wpływ;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:impact;A:222;A:;A:222;A:;A:222;A:
to impact sth;mieć wpływ (na coś);to impact;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:to impact sth;A:222;A:to impact;A:222;A:;A:222;A:
in alignment with;w zgodzie z;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:in alignment with;A:222;A:;A:222;A:;A:222;A:
in light of;w świetle;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:in light of;A:222;A:;A:222;A:;A:222;A:
in other words;innymi słowy;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:in other words;A:222;A:;A:222;A:;A:222;A:
in the market;na rynku;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:in the market;A:222;A:;A:222;A:;A:222;A:
increase in revenue;wzrost przychodu;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:increase in revenue;A:222;A:;A:222;A:;A:222;A:
information recipient;odbiorca informacji;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:information recipient;A:222;A:;A:222;A:;A:222;A:
information system;system informacyjny;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:information system;A:222;A:;A:222;A:;A:222;A:
information technology;technologia informacyjna;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:information technology;A:222;A:;A:222;A:;A:222;A:
intangible;niematerialny;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:intangible;A:222;A:;A:222;A:;A:222;A:
intangible assets;aktywa niematerialne, wartości niematerialne i prawne;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:intangible assets;A:222;A:;A:222;A:;A:222;A:
intangible benefit;niewymierna korzyść;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:intangible benefit;A:222;A:;A:222;A:;A:222;A:
inventory management;zarządzanie zapasami;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:inventory management;A:222;A:;A:222;A:;A:222;A:
investment evaluation technique;technika oceny inwestycji;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:investment evaluation technique;A:222;A:;A:222;A:;A:222;A:
IT infrastructure;infrastruktura informatyczna;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:IT infrastructure;A:222;A:;A:222;A:;A:222;A:
key business driver;kluczowy czynnik biznesowy;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:key business driver;A:222;A:;A:222;A:;A:222;A:
key to success;klucz do sukcesu;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:key to success;A:222;A:;A:222;A:;A:222;A:
make investment;zainwestować;to make investment;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:make investment;A:222;A:to make investment;A:222;A:;A:222;A:
management information system;system informacji zarządczej;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:management information system;A:222;A:;A:222;A:;A:222;A:
McFarlan’s strategic grid;strategiczna macierz McFarlana;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:McFarlan’s strategic grid;A:222;A:;A:222;A:;A:222;A:
meaningful;znaczący, mający znaczenie;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:meaningful;A:222;A:;A:222;A:;A:222;A:
meaningless;nic nie znaczący;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:meaningless;A:222;A:;A:222;A:;A:222;A:
meet the need;zaspokoić potrzebę;to meet the need;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:meet the need;A:222;A:to meet the need;A:222;A:;A:222;A:
multi objective-multi criteria method;metoda wielu celów i wielu kryteriów;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:multi objective-multi criteria method;A:222;A:;A:222;A:;A:222;A:
multinational corporation;korporacja ponadnarodowa;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:multinational corporation;A:222;A:;A:222;A:;A:222;A:
network;sieć;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:network;A:222;A:;A:222;A:;A:222;A:
offensive approach;podejście ofensywne;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:offensive approach;A:222;A:;A:222;A:;A:222;A:
on time;na czas;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:on time;A:222;A:;A:222;A:;A:222;A:
optimize;optymalizować;to optimize;optimise;to optimise;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:optimize;A:222;A:to optimize;A:222;A:optimise;A:222;A:to optimise
periodic report;raport okresowy;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:periodic report;A:222;A:;A:222;A:;A:222;A:
plant and equipment;maszyny i urządzenia;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:plant and equipment;A:222;A:;A:222;A:;A:222;A:
portfolio analysis;analiza portfelowa;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:portfolio analysis;A:222;A:;A:222;A:;A:222;A:
prioritize;nadawać priorytet;to prioritize;to prioritise;prioritise;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:prioritize;A:222;A:to prioritize;A:222;A:to prioritise;A:222;A:prioritise
process;przetwarzać;to process;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:process;A:222;A:to process;A:222;A:;A:222;A:
production planning;planowanie produkcji;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:production planning;A:222;A:;A:222;A:;A:222;A:
productive;produktywny, wydajny;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:productive;A:222;A:;A:222;A:;A:222;A:
profitability;zyskowność;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:profitability;A:222;A:;A:222;A:;A:222;A:
provide information;dostarczać informacji;to provide information;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:provide information;A:222;A:to provide information;A:222;A:;A:222;A:
put emphasis;kłaść nacisk;to put emphasis;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:put emphasis;A:222;A:to put emphasis;A:222;A:;A:222;A:
research and development;badania i rozwój;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:research and development;A:222;A:;A:222;A:;A:222;A:
raw data;surowe dane;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:raw data;A:222;A:;A:222;A:;A:222;A:
redundant business task;zbędne zadanie biznesowe;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:redundant business task;A:222;A:;A:222;A:;A:222;A:
render long-term benefits;zapewniać długoterminowe korzyści;to render long-term benefits;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:render long-term benefits;A:222;A:to render long-term benefits;A:222;A:;A:222;A:
return on investment;zwrot z inwestycji;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:return on investment;A:222;A:;A:222;A:;A:222;A:
senior executive;przedstawiciel wyższej kadry zarządzającej, członek kadry zarządzającej wyższego szczebla;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:senior executive;A:222;A:;A:222;A:;A:222;A:
small and medium-sized enterprises;małe i średnie przedsiębiorstwa;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:small and medium-sized enterprises;A:222;A:;A:222;A:;A:222;A:
smoothly;gładko, płynnie, bezproblemowo;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:smoothly;A:222;A:;A:222;A:;A:222;A:
software;oprogramowanie;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:software;A:222;A:;A:222;A:;A:222;A:
store;przechowywać, składować;to store;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:store;A:222;A:to store;A:222;A:;A:222;A:
strategic resource;zasób strategiczny;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:strategic resource;A:222;A:;A:222;A:;A:222;A:
suitable;odpowiedni;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:suitable;A:222;A:;A:222;A:;A:222;A:
suite;pakiet;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:suite;A:222;A:;A:222;A:;A:222;A:
take advantage;wykorzystać;to take advantage;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:take advantage;A:222;A:to take advantage;A:222;A:;A:222;A:
tangible assets;aktywa rzeczowe;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:tangible assets;A:222;A:;A:222;A:;A:222;A:
tangible benefit;wymierna korzyść;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:tangible benefit;A:222;A:;A:222;A:;A:222;A:
trademark;znak handlowy;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:trademark;A:222;A:;A:222;A:;A:222;A:
transmit information;przesyłać informacje;to transmit information;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:transmit information;A:222;A:to transmit information;A:222;A:;A:222;A:
umbrella term;szerokie pojęcie, pojęcie zbiorcze;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:umbrella term;A:222;A:;A:222;A:;A:222;A:
valuable;cenny;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:valuable;A:222;A:;A:222;A:;A:222;A:
value analysis;analiza wartości;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:value analysis;A:222;A:;A:222;A:;A:222;A:
various;różny, rozmaity;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:various;A:222;A:;A:222;A:;A:222;A:
vital and integral part of business plan;istotna i integralna część biznesplanu;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:vital and integral part of business plan;A:222;A:;A:222;A:;A:222;A:
well-being;dobrostan, dobrobyt, pomyślność;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:well-being;A:222;A:;A:222;A:;A:222;A:
2. Databases;2. Databases;2. Databases;2. Databases;2. Databases;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:2. Databases;A:222;A:2. Databases;A:222;A:2. Databases;A:222;A:2. Databases
access control mechanism;mechanizm kontroli dostępu;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:access control mechanism;A:222;A:;A:222;A:;A:222;A:
access level;poziom dostępu;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:access level;A:222;A:;A:222;A:;A:222;A:
accessible;dostępny;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:accessible;A:222;A:;A:222;A:;A:222;A:
accessible remotely;dostępny zdalnie;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:accessible remotely;A:222;A:;A:222;A:;A:222;A:
accuracy;dokładność, precyzyjność, trafność;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:accuracy;A:222;A:;A:222;A:;A:222;A:
administer database;administrować bazą danych;to administer database;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:administer database;A:222;A:to administer database;A:222;A:;A:222;A:
alteration;zmiana;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:alteration;A:222;A:;A:222;A:;A:222;A:
arrange;organizować, porządkować;to arrange;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:arrange;A:222;A:to arrange;A:222;A:;A:222;A:
associative entity;encja asocjacyjna;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:associative entity;A:222;A:;A:222;A:;A:222;A:
assumption;założenie;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:assumption;A:222;A:;A:222;A:;A:222;A:
attribute;atrybut;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:attribute;A:222;A:;A:222;A:;A:222;A:
authentication;uwierzytelnienie, poświadczenie;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:authentication;A:222;A:;A:222;A:;A:222;A:
authorization;upoważnienie, uprawnienie, autoryzacja;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:authorization;A:222;A:;A:222;A:;A:222;A:
backup;kopia zapasowa;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:backup;A:222;A:;A:222;A:;A:222;A:
by and large;ogólnie rzecz biorąc;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:by and large;A:222;A:;A:222;A:;A:222;A:
central processing unit;jednostka centralna/procesor;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:central processing unit;A:222;A:;A:222;A:;A:222;A:
cloud computing platform;platforma oparta na chmurze obliczeniowej;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:cloud computing platform;A:222;A:;A:222;A:;A:222;A:
cloud-based DBMS;system zarządzania bazą danych w chmurze;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:cloud-based DBMS;A:222;A:;A:222;A:;A:222;A:
collection of requirements;zbiór wymagań;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:collection of requirements;A:222;A:;A:222;A:;A:222;A:
column;kolumna;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:column;A:222;A:;A:222;A:;A:222;A:
conceptual database model;konceptualny model bazy danych;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:conceptual database model;A:222;A:;A:222;A:;A:222;A:
concurrent access;równoczesny dostęp;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:concurrent access;A:222;A:;A:222;A:;A:222;A:
consistency;spójność;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:consistency;A:222;A:;A:222;A:;A:222;A:
consistent;spójny;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:consistent;A:222;A:;A:222;A:;A:222;A:
constraint;ograniczenie;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:constraint;A:222;A:;A:222;A:;A:222;A:
constraints;więzy;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:constraints;A:222;A:;A:222;A:;A:222;A:
convert;przekształcać;to convert;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:convert;A:222;A:to convert;A:222;A:;A:222;A:
crow’s foot;kurza stopka;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:crow’s foot;A:222;A:;A:222;A:;A:222;A:
data administrator;administrator danych;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:data administrator;A:222;A:;A:222;A:;A:222;A:
data availability;dostępność danych;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:data availability;A:222;A:;A:222;A:;A:222;A:
data integrity;integralność danych;data integrity;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:data backup;A:222;A:data integrity;A:222;A:;A:222;A:
data loading;ładowanie danych;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:data loading;A:222;A:;A:222;A:;A:222;A:
data loss;utrata danych;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:data loss;A:222;A:;A:222;A:;A:222;A:
data management;zarządzanie danymi;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:data management;A:222;A:;A:222;A:;A:222;A:
data manipulation;operowanie, manipulowanie danymi;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:data manipulation;A:222;A:;A:222;A:;A:222;A:
data migration;migracja danych;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:data migration;A:222;A:;A:222;A:;A:222;A:
data model;model danych;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:data model;A:222;A:;A:222;A:;A:222;A:
data need;zapotrzebowanie na dane;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:data need;A:222;A:;A:222;A:;A:222;A:
data recovery;odzyskiwanie danych;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:data recovery;A:222;A:;A:222;A:;A:222;A:
data retrieval;wyszukiwanie danych;;;;;;#REF!;#REF!;A:111;#REF!;A:111;#REF!;A:111;#REF!;A:333;A:data retrieval;A:222;A:;A:222;A:;A:222;A:
